author/last_played,author/num_games_owned,author/num_reviews,author/playtime_at_review,author/playtime_forever,author/playtime_last_two_weeks,author/steamid,comment_count,hidden_in_steam_china,language,primarily_steam_deck,received_for_free,recommendationid,review,steam_purchase,timestamp_created,timestamp_updated,voted_up,votes_funny,votes_up,weighted_vote_score,written_during_early_access,sentiment,sentiment_category
1727458623,30,2,10031,10114,333,76561199212473836,0,TRUE,english,FALSE,FALSE,175551973,"
It is a good game, but at prime, the cheaters are still presents. This thing could be fixed to enchance the experience of gamers.",TRUE,1727020884,1727020884,TRUE,0,0,0,FALSE,0.1333333333333333,positive
1727518308,0,1,2334,2424,1782,76561199688566131,0,TRUE,english,FALSE,FALSE,175933773,"""great game"" yessss",TRUE,1727512998,1727512998,TRUE,0,0,0,FALSE,0.2,positive
1727510208,6,1,1846,1846,1626,76561199730047433,0,TRUE,english,FALSE,FALSE,175932245,"""I play games to relax.""",TRUE,1727511030,1727511030,TRUE,0,0,0,FALSE,0,neutral
1727508647,0,2,22894,23979,2132,76561199069424399,0,TRUE,english,FALSE,FALSE,175771232,"""VAC was unable to verify your game session"" 10/10 so good it doesn't let you play because valve thinks you're cheating",TRUE,1727297241,1727297241,TRUE,0,0,0,FALSE,-0.066666667,negative
1727476988,5,1,27021,27021,1854,76561199474042269,0,TRUE,english,FALSE,FALSE,175909728,#1,TRUE,1727478961,1727478961,TRUE,0,1,0.5091988444328308,FALSE,0,neutral
1724556043,0,21,4981,4981,0,76561199117642244,0,TRUE,english,FALSE,FALSE,175620372,"(Being Serious) 
This game was a lot of fun I enjoyed the toxic teammates. 
It's nice to play a game where people aren't getting banned for calling you bad and just talking smack. 
(Being Serious)",TRUE,1727104436,1727104436,TRUE,0,0,0,FALSE,-0.095833333,negative
1727446578,7,1,214346,214975,5510,76561198849533094,0,TRUE,english,FALSE,FALSE,175789707,"[h1] Best Game Ever Made but..[/h1]
[h3] It feels like theyve created this amazing masterpiece, only to let it be overtaken by those who ruin the fair, competitive nature that Counter-Strike is known for. [/h3]",TRUE,1727326262,1727326262,TRUE,0,1,0.521739125,FALSE,0.38,positive
1727480309,0,3,2199,2254,1264,76561199520456721,0,TRUE,english,FALSE,FALSE,175738591,"[h1]Counter-Strike 2 Review[/h1]

[i]Counter-Strike 2 is like a circus where you're juggling grenades while your teammates surprise you with flashbangs. One moment youre a tactical mastermind, and the next, youre running blindly into the enemy because you flashbanged yourself. Chaos? Yes. Fun? Absolutely.[/i]

[hr][/hr]

[h2]Ratings:[/h2]

[b]Graphics:[/b] 
[i](So sharp you feel like the bullets are aimed at your soul.)[/i]

[b]Gameplay:[/b] 
[i](A mix of ""Im the king"" and ""Why did I just blow myself up?"")[/i]

[b]Community:[/b] 
[i](As friendly as everif you enjoy being roasted by 12-year-olds.)[/i]

[b]Fun Factor:[/b] 
[i](Pure laughter, rage, and just one more round addiction.)[/i]

[b]Teamwork:[/b] 
[i](Unforgettable when your teammate forgets the defuse kit again.)[/i]

[hr][/hr]

[h2]Overall Rating:[/h2] 
[i]A perfectly chaotic joyride, ideal for raging and laughingjust what you expect from Counter-Strike![/i]",TRUE,1727261863,1727261863,TRUE,0,0,0,FALSE,0.265,positive
1727480441,9,1,35914,35916,460,76561199174460460,0,TRUE,english,FALSE,FALSE,175817815,"[h3]Though the game may not be devoid of imperfections[/h3] - lacking anti-cheat, hit registration issues and minor glitches, it remains The Best eSports game.  [i]""Refined over decades, cherished by millions of people daily.""[/i]
Ascending to the top of the rankings may be within reach of but a small fraction of the entire player base, yet the feeling it gives you - every clutch, retake, or a smooth AWP flick - [h3]undoubtedly worth it![/h3]",TRUE,1727364874,1727364874,TRUE,0,0,0,FALSE,0.016666667,positive
1727229850,0,4,268,268,1,76561198237803934,0,TRUE,english,FALSE,FALSE,175742736,<3,TRUE,1727267593,1727267593,TRUE,0,0,0,FALSE,1,positive
1727486543,8,1,120141,121028,2223,76561198257052871,0,TRUE,english,FALSE,FALSE,175702810,<3,TRUE,1727207748,1727207748,TRUE,0,1,0.5238095521926879,FALSE,1,positive
1727492959,0,1,6188,6614,669,76561199668722138,0,TRUE,english,FALSE,FALSE,175584250,<3,TRUE,1727056422,1727056422,TRUE,0,0,0,FALSE,1,positive
1727093078,6,2,6923,7502,900,76561199706736503,0,TRUE,english,FALSE,FALSE,175457315,<3,TRUE,1726927362,1726927362,TRUE,0,0,0,FALSE,1,positive
1727518384,6,1,99013,99340,4316,76561199006803710,0,TRUE,english,FALSE,FALSE,175871455,"<3
",TRUE,1727439455,1727439455,TRUE,0,0,0,FALSE,1,positive
1727476946,0,1,50539,50539,249,76561198269612480,0,TRUE,english,FALSE,FALSE,175908371,1 YEAR in and the game is still shit and full of bugs. Don't waste your time or money on this shitshow.,TRUE,1727477001,1727477001,FALSE,0,2,0.521739125,FALSE,-0.1125,negative
1727111428,0,1,5897,5937,39,76561199738277734,0,TRUE,english,FALSE,FALSE,175623588,1.6 better,TRUE,1727107533,1727107533,TRUE,0,0,0,FALSE,0.5,positive
1727518473,0,1,10392,12113,3573,76561199511403298,0,TRUE,english,FALSE,FALSE,175454408,"10/10 This game is stress,anger,sometimes happiness and rage in ONE",TRUE,1726925052,1726925052,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1724622634,117,6,26620,26620,0,76561199008502327,0,TRUE,english,FALSE,FALSE,175812661,10/10 would recommend,TRUE,1727360170,1727360170,TRUE,0,0,0,FALSE,0,neutral
1727376973,0,1,17545,18039,2493,76561199668655198,0,TRUE,english,FALSE,FALSE,175640775,10/10 would recommend to anyone that wants to go to a mental hospital after 1 game of comp,TRUE,1727126086,1727126086,TRUE,0,1,0.5238095521926879,FALSE,-0.1,negative
1727503330,3,1,21637,25452,15409,76561199772152444,0,TRUE,english,FALSE,FALSE,175568123,-1000$,TRUE,1727035102,1727035102,FALSE,0,1,0.5238095521926879,FALSE,0,neutral
1727232802,0,2,60006,60144,1861,76561198149696858,0,TRUE,english,FALSE,FALSE,175656781,1hp and a dream,TRUE,1727149925,1727149925,TRUE,0,0,0,FALSE,0,neutral
1727434340,23,4,14907,15292,1060,76561199483327351,0,TRUE,english,FALSE,FALSE,175477406,1v1,TRUE,1726942719,1726942719,TRUE,0,0,0,FALSE,0,neutral
1727186509,0,1,930,1072,731,76561199632020293,0,TRUE,english,FALSE,FALSE,175605076,250h actually very good retarded teammates,TRUE,1727089536,1727089536,TRUE,0,0,0,FALSE,0.055,positive
1727463027,103,1,37058,37156,1205,76561199205759558,0,TRUE,english,FALSE,FALSE,175771347,"64tick>whatever this shit is
",TRUE,1727297389,1727297389,TRUE,0,0,0,FALSE,-0.2,negative
1727469702,0,1,2666,2790,593,76561198972688136,0,TRUE,english,FALSE,FALSE,175895962,74.32312323231% of cs2 accounts are chea[b] T [/b] ing.,TRUE,1727462954,1727462968,FALSE,0,1,0.5238095521926879,FALSE,0,neutral
1727465605,128,1,186696,187901,3255,76561197990457367,0,TRUE,english,FALSE,FALSE,175691442,80% of the players are hacking. Fix anticheat.,TRUE,1727195726,1727195726,FALSE,0,1,0.5238095521926879,FALSE,0,neutral
1727516282,140,1,33518,34117,5794,76561198183525790,2,TRUE,english,FALSE,FALSE,175865344,"9/27/2024 HAPPY BIRTHDAY CS2!!!!!!!                                                                                                                                                              
                                                                                                                                                                                                     
                                                                                                                                                                                                     
                                                                                                                                                                                                     
                                                                                                                                                                                                     
                                                                                                                                                                                                  Cant wait to celebrate with bordered sticker capsules with the new operation",TRUE,1727430961,1727430961,TRUE,1,0,0,FALSE,0.5681818181818181,positive
1727398302,1,1,2461,3260,3012,76561199775773171,0,TRUE,english,FALSE,FALSE,175699756,99% cheaters lol,TRUE,1727204342,1727204342,FALSE,0,1,0.5238095521926879,FALSE,0.8,positive
1727479168,28,8,3234,3806,1689,76561198854211575,0,TRUE,english,FALSE,FALSE,175559471,"99% spinbot wallhacking russians
1% russians
",TRUE,1727027070,1727027070,TRUE,0,2,0.5314591526985168,FALSE,0,neutral
1727377467,0,1,63860,63934,210,76561198079255982,0,TRUE,english,FALSE,FALSE,175826734,a game full of cheaters nothing else,TRUE,1727373882,1727373882,FALSE,0,1,0,FALSE,-0.025,negative
1727497006,0,1,16179,16266,201,76561199091056751,0,TRUE,english,FALSE,FALSE,175854293,A game over ran with cheaters and it never gets better might as well call it counter hack 2,TRUE,1727412020,1727412020,FALSE,0,0,0,FALSE,0.05,positive
1727468204,0,1,2418,2540,2540,76561199782421968,0,TRUE,english,FALSE,FALSE,175857760,A GOOD GAME FOR MULTIPLAYER COMPETITIVE BUT GETTING HEADACHE BECAUSE OF HACKERS,TRUE,1727418267,1727418267,TRUE,0,2,0.5454545617103576,FALSE,0.14999999999999997,positive
1727449899,75,14,343,738,708,76561199522084485,0,TRUE,english,FALSE,TRUE,175646121,A lot of angry Russians... but fun.,TRUE,1727133675,1727133675,TRUE,1,0,0,FALSE,-0.1,negative
1727515655,0,1,58530,59193,8181,76561199612821066,0,TRUE,english,FALSE,TRUE,175904018,A LOT OF CHEATERS!!!! PLEASE FIX IT.,TRUE,1727471667,1727471667,FALSE,0,1,0.5088408589363098,FALSE,0,neutral
1727517629,7,2,5194,6758,3871,76561199494000590,0,TRUE,english,FALSE,FALSE,175615278,"A perfect game
",TRUE,1727100219,1727100219,TRUE,0,0,0,FALSE,0.3,positive
1727455011,0,1,5678,6091,2530,76561199383536110,0,TRUE,english,FALSE,FALSE,175688264,a really good game,TRUE,1727192850,1727192850,TRUE,0,0,0,FALSE,0.14999999999999997,positive
1727471977,3,1,24468,25243,1566,76561199588847001,2,TRUE,english,FALSE,FALSE,175453847,a very good game,TRUE,1726924598,1726924598,TRUE,1,1,0.5238095521926879,FALSE,0.25499999999999995,positive
1727169247,0,1,24658,24702,164,76561198308939448,0,TRUE,english,FALSE,FALSE,175666171,aaw,TRUE,1727166485,1727166485,TRUE,0,0,0,FALSE,0,neutral
1723495992,0,10,17507,17507,0,76561198013834695,0,TRUE,english,FALSE,FALSE,175620392,Abandoned by Valve,TRUE,1727104455,1727104455,FALSE,0,3,0.5394737124443054,FALSE,0,neutral
1727236113,47,2,34738,34798,92,76561198054245329,0,TRUE,english,FALSE,FALSE,175721491,"absolutely horrible, why do people still ""play"" this?",TRUE,1727232729,1727232729,FALSE,0,2,0.5054945349693298,FALSE,-1,negative
1727517293,0,1,12089,12288,8468,76561198281477035,0,TRUE,english,FALSE,FALSE,175898024,absolutely trash,TRUE,1727465093,1727465093,TRUE,0,0,0,FALSE,0.2,positive
1727341707,24,2,10267,10267,138,76561198850438798,0,TRUE,english,FALSE,FALSE,175798190,"after 171 hours of playing this game every hour spent was filled with rage, /spolier made me lose my girlfriend for getting so mad and punching her. ive been trying to get better but sometimes i just let loose. we still talk but only under court hours 
10/10 game ish",TRUE,1727342115,1727342115,TRUE,0,0,0,FALSE,-0.087740385,negative
1727507019,0,1,2185,3330,2766,76561199092571972,0,TRUE,english,FALSE,FALSE,175540980,"after certain ranks you're matching with only cheaters, they don't even trying to hide. i just checked forums, banned accounts, etc. they're get caught around 600+ match. 

do not waste your time with playing this bump.",TRUE,1727012438,1727012438,FALSE,0,1,0.5098039507865905,FALSE,0.10476190476190476,positive
1727470597,0,2,5028,5168,1104,76561198987698945,0,TRUE,english,FALSE,FALSE,175879908,ah god,TRUE,1727447916,1727447916,TRUE,0,0,0,FALSE,0,neutral
1727271607,0,7,9249,10087,1878,76561198323518836,0,TRUE,english,FALSE,FALSE,175472455,"ah yes CS2 the 2nd most neglected VALVE game with basically no anticheat to speak of 
Yes the game looks amazing but it is stupid to force everyone to play the newest game in the franchise by removing its predecesor and removing most of its gamemodes and maps. the only new features to speak about is Premier the cheater infested competetive mode, and the new smoke granades whitch is acctually the only good part about this game
its been nearly a whole year since this game came out and we only got a few new maps that nobody is playing since they have not been added to the Premier lineup of maps, and a new case to oppen
",TRUE,1726938569,1726938569,TRUE,0,0,0,FALSE,0.002272727,positive
1727292631,0,1,10841,10896,93,76561199654311460,0,TRUE,english,FALSE,FALSE,175549683,ahhhhhh,TRUE,1727019134,1727019134,TRUE,0,0,0,FALSE,0,neutral
1727511170,0,1,2467,2565,477,76561199657980564,0,TRUE,english,FALSE,FALSE,175665790,AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH,TRUE,1727165819,1727165819,FALSE,0,0,0,FALSE,0,neutral
1727026883,454,15,117,117,26,76561198038617403,0,TRUE,english,FALSE,FALSE,175559383,Aimbots... aimbots everywhere,TRUE,1727026999,1727026999,FALSE,0,0,0,FALSE,0,neutral
1727505320,14,1,14800,15392,1834,76561199114839229,0,TRUE,english,FALSE,FALSE,175814311,"AK go brrrrr
",TRUE,1727361681,1727361681,TRUE,0,0,0,FALSE,0,neutral
1727465529,7,1,40479,42284,4745,76561199467664287,0,TRUE,english,FALSE,FALSE,175561452,all players hacking,TRUE,1727028814,1727028814,FALSE,0,1,0,FALSE,0,neutral
1727215873,14,1,2463,2870,792,76561198422252734,0,TRUE,english,FALSE,FALSE,175587534,Allowed bullying. 10/10,TRUE,1727061379,1727061379,TRUE,0,0,0,FALSE,0,neutral
1727517623,1,1,256,961,804,76561199772663027,0,TRUE,english,FALSE,FALSE,175472311,alot of cheaters but i love this game,TRUE,1726938441,1726938441,TRUE,0,0,0,FALSE,0.05,positive
1727516850,76,5,45405,46097,2550,76561198039970899,0,TRUE,english,FALSE,FALSE,175561481,alot of hackers but there is good players out there. Fix cheaters report system please.,TRUE,1727028837,1727028837,TRUE,0,0,0,FALSE,0.7,positive
1727506704,96,24,1194,1194,840,76561198259192127,0,TRUE,english,FALSE,FALSE,175795713,alright i guess,TRUE,1727337752,1727510181,TRUE,0,0,0,FALSE,0,neutral
1727493448,0,1,349,452,452,76561199780079813,0,TRUE,english,FALSE,FALSE,175592434,Altough not as great as CS:GO it's still an fun game with good graphics.,TRUE,1727069797,1727069797,TRUE,0,1,0.5238095521926879,FALSE,0.35,positive
1727474735,0,8,932,969,926,76561198261912461,0,TRUE,english,FALSE,FALSE,175901990,amazing,TRUE,1727469300,1727469300,TRUE,0,0,0,FALSE,0.6000000000000001,positive
1727517395,0,1,19435,23096,11029,76561199108963506,0,TRUE,english,FALSE,FALSE,175756997,amazing,TRUE,1727281294,1727281294,TRUE,0,0,0,FALSE,0.6000000000000001,positive
1727449089,2,1,6028,6384,2332,76561199653524098,0,TRUE,english,FALSE,FALSE,175670305,amazing anti-cheat,TRUE,1727173179,1727173179,TRUE,0,0,0,FALSE,0.6000000000000001,positive
1727436687,0,1,2724,3451,3278,76561199778241456,0,TRUE,english,FALSE,FALSE,175668965,"amazing game.  to many cheaters at low level
",TRUE,1727171007,1727171007,TRUE,0,0,0,FALSE,0.17500000000000002,positive
1727497760,0,1,29885,30492,2791,76561198929936917,0,TRUE,english,FALSE,FALSE,175726776,"Amazing, much wow",TRUE,1727241392,1727241392,TRUE,0,0,0,FALSE,0.35000000000000003,positive
1719009287,0,2,231,231,0,76561198041878273,0,TRUE,english,FALSE,FALSE,175647548,An incredibly fun and competitive game.,TRUE,1727135851,1727135851,TRUE,0,0,0,FALSE,-0.05,negative
1727507869,31,15,60064,60178,1208,76561199185223145,1,TRUE,english,FALSE,FALSE,175802135,angry issues,TRUE,1727347167,1727347167,TRUE,0,0,0,FALSE,-0.5,negative
1712504067,204,13,40283,40283,0,76561198053177813,0,TRUE,english,FALSE,FALSE,175807821,another trash game,TRUE,1727355030,1727355038,FALSE,0,0,0,FALSE,-0.4,negative
1727517549,0,1,25423,29112,4530,76561198851179260,0,TRUE,english,FALSE,FALSE,175455083,"anti cheat going to happen?
i hope so",TRUE,1726925604,1726925604,TRUE,0,0,0,FALSE,0,neutral
1727419388,0,5,9432,9884,455,76561199468047290,0,TRUE,english,FALSE,TRUE,175481200,are you financially unstable and looking for a free game counter strike is just for you. But this game comes with a catch now there is one big problem after downloading this game and that is that all the default skins look gay and the only way to get better skins is by making your account go into the negavtives by legally gambling crates in hope you get a somewhat nice expensive skin (that will probably never happen) other than that great game also YOU WILL become a gambling adict after playing this game over 50h 10/10,TRUE,1726946174,1726946174,TRUE,0,0,0,FALSE,0.018229167,positive
1727464605,17,2,27706,28066,2110,76561199201611702,0,TRUE,english,FALSE,FALSE,175763878,"As Counter-Strike fan, CS2 has been a letdown. The game suffers from performance issues like frequent lag and stuttering, even on high-end systems. Hit registration feels inconsistent, making competitive matches frustrating. The visual updates, while nice, clutter the maps and make it harder to focus on gameplay. Cheating also seems to be rampant, with little improvement in anti-cheat measures. Additionally, the new UI is less intuitive than in CS:GO, and many of the new mechanics feel unnecessary. Overall, CS2 feels like a rushed downgrade rather than an improvement. For me CS:GO was just more fun than CS2.",TRUE,1727288548,1727288548,FALSE,0,2,0.5238095521926879,FALSE,0.001160038,positive
1727481639,2,1,81000,82387,2358,76561199101907774,0,TRUE,english,FALSE,FALSE,175494291,avoid,TRUE,1726959951,1726959951,FALSE,0,0,0,FALSE,0,neutral
1727467887,0,2,3020,3208,1453,76561197975832890,0,TRUE,english,FALSE,FALSE,175889451,awesome game,TRUE,1727456615,1727456615,TRUE,0,0,0,FALSE,0.3,positive
1727469179,3,1,4588,4833,4641,76561199775813998,0,TRUE,english,FALSE,FALSE,175857618,awesome game! full of cheaters tho and servers are laggy they should add more content into the game like a new operation or maybe some new maps other then that its alright,TRUE,1727418009,1727418009,TRUE,0,1,0.5238095521926879,FALSE,0.13721590909090908,positive
1727518057,0,1,209,1166,1092,76561199552349100,0,TRUE,english,FALSE,FALSE,175794923,Awesome game. They have made the graphics far better than counter strike global offensive,TRUE,1727336263,1727336263,TRUE,0,0,0,FALSE,0.24,positive
1727494830,0,1,53844,56492,2647,76561198096273750,0,TRUE,english,FALSE,FALSE,175455957,Awesome people and good times,TRUE,1726926298,1726926298,TRUE,0,0,0,FALSE,0.85,positive
1727506467,25,2,12074,12528,3579,76561199140320801,0,TRUE,english,FALSE,FALSE,175528669,"awesum game i love playing against hackers in premier ;]
",TRUE,1727001230,1727001230,TRUE,0,0,0,FALSE,0.11666666666666665,positive
1727387385,19,2,12390,12694,1755,76561199119693004,0,TRUE,english,FALSE,FALSE,175801993,AWP,TRUE,1727346922,1727346922,TRUE,0,0,0,FALSE,0,neutral
1727518569,0,1,12680,13483,4698,76561199752119178,0,TRUE,english,FALSE,FALSE,175829449,Baaaaabroooooo!,TRUE,1727376752,1727376752,TRUE,0,0,0,FALSE,0,neutral
1727442022,0,1,1367,1379,113,76561199549735160,0,TRUE,english,FALSE,FALSE,175873177,bad,TRUE,1727441299,1727441299,FALSE,0,0,0,FALSE,-0.7,negative
1727503337,0,1,33551,34464,2158,76561198275968875,0,TRUE,english,FALSE,FALSE,175492334,bad,TRUE,1726957581,1726957581,FALSE,0,0,0,FALSE,-0.7,negative
1727464061,0,3,29785,29982,197,76561198392357184,0,TRUE,english,FALSE,FALSE,175884420,bad game,TRUE,1727451984,1727451984,FALSE,0,0,0,FALSE,-0.55,negative
1727443986,68,3,2200,2355,759,76561199525194322,0,TRUE,english,FALSE,FALSE,175832401,bad game,TRUE,1727379897,1727379897,TRUE,0,0,0,FALSE,-0.55,negative
1727471086,0,1,2309,2516,1681,76561199482024779,0,TRUE,english,FALSE,FALSE,175782714,bad game,TRUE,1727314393,1727314393,FALSE,0,0,0,FALSE,-0.55,negative
1727328447,0,1,7535,7943,1216,76561199111390491,0,TRUE,english,FALSE,FALSE,175595341,bad game,TRUE,1727075541,1727075541,FALSE,0,0,0,FALSE,-0.55,negative
1727485838,0,1,45486,46533,2738,76561199664670053,0,TRUE,english,FALSE,FALSE,175766388,bad game =),TRUE,1727291430,1727291430,TRUE,1,0,0,FALSE,-0.2,negative
1727517947,0,1,61248,61471,3204,76561199503319225,0,TRUE,english,FALSE,FALSE,175868268,bad game dont install,TRUE,1727435325,1727435325,FALSE,0,0,0,FALSE,-0.55,negative
1727440772,0,1,5066,5267,348,76561199673415258,0,TRUE,english,FALSE,FALSE,175501850,bad game so much putki on board,TRUE,1726969801,1726969801,TRUE,0,0,0,FALSE,-0.3,negative
1727368651,0,5,7847,7847,29,76561199079067505,0,TRUE,english,FALSE,FALSE,175821734,bad gem,TRUE,1727368668,1727368668,FALSE,0,0,0,FALSE,-0.7,negative
1727213763,0,9,1749,1778,90,76561198010495190,0,TRUE,english,FALSE,FALSE,175708232,"Banned me for killing teammate bots in a practice game C: 0/10,000",TRUE,1727213727,1727213727,FALSE,0,0,0,FALSE,-0.4,negative
1727476968,60,5,48285,48498,648,76561198174316235,0,TRUE,english,FALSE,FALSE,175712442,bare cheaters cuhh,TRUE,1727219185,1727219185,FALSE,0,0,0,FALSE,0.05,positive
1727479492,619,35,72030,72913,1589,76561197962019479,0,TRUE,english,FALSE,FALSE,175647265,"Been playing Counterstrike off and on for something like 15 years, In it's current state it feels really good!",TRUE,1727135409,1727135409,TRUE,0,1,0.5238095521926879,FALSE,0.4375,positive
1727215545,0,7,66023,66121,98,76561198161554654,0,TRUE,english,FALSE,FALSE,175702193,before the 2 it was good but now its meeeh,TRUE,1727206986,1727206986,FALSE,0,0,0,FALSE,0.7,positive
1727387852,265,1,98198,98392,1744,76561198017630935,0,TRUE,english,FALSE,FALSE,175810462,best,TRUE,1727357972,1727357972,TRUE,0,0,0,FALSE,1,positive
1727517791,0,1,70114,71586,4240,76561199120338614,0,TRUE,english,FALSE,FALSE,175662170,best,TRUE,1727159024,1727159024,TRUE,0,0,0,FALSE,1,positive
1727326470,380,21,108043,108144,252,76561198043166080,0,TRUE,english,FALSE,FALSE,175786265,best competitive shooter that you can play,TRUE,1727320381,1727320381,TRUE,0,0,0,FALSE,1,positive
1727499490,0,1,298054,299286,3839,76561198979570812,0,TRUE,english,FALSE,FALSE,175794462,best fps ever,TRUE,1727335308,1727335308,TRUE,0,0,0,FALSE,1,positive
1727517476,0,3,1910,2142,1079,76561198170640963,0,TRUE,english,FALSE,FALSE,175670714,best fps game,TRUE,1727173805,1727173805,TRUE,0,0,0,FALSE,0.3,positive
1727431529,5,1,1028,1044,589,76561199530570820,0,TRUE,english,FALSE,FALSE,175696463,Best fps game in life,TRUE,1727200731,1727200731,TRUE,0,0,0.4838709831237792,FALSE,0.3,positive
1727214870,20,1,61384,61627,500,76561198871502838,0,TRUE,english,FALSE,FALSE,175575229,"BEST FPS OF ALL TIME
Just needs a little more love from the devs <3",TRUE,1727043090,1727043090,TRUE,0,0,0,FALSE,0.5625,positive
1727448159,0,1,136763,136986,478,76561198213611243,0,TRUE,english,FALSE,FALSE,175804057,best game,TRUE,1727350093,1727350093,TRUE,0,0,0,FALSE,0.3,positive
1727352051,2,1,479,617,164,76561199757087916,0,TRUE,english,FALSE,TRUE,175772934,best game,TRUE,1727299418,1727299418,TRUE,0,0,0,FALSE,0.3,positive
1727473098,0,1,25923,26734,4936,76561198966312832,0,TRUE,english,FALSE,FALSE,175742754,Best game,TRUE,1727267619,1727267619,TRUE,0,1,0.5238095521926879,FALSE,0.3,positive
1727518768,14,2,10132,10365,2539,76561199468011284,0,TRUE,english,FALSE,FALSE,175674872,best game,TRUE,1727179650,1727444078,TRUE,0,0,0,FALSE,0.3,positive
1727496038,0,1,592,2210,2210,76561199784710945,0,TRUE,english,FALSE,FALSE,175647151,best game,TRUE,1727135222,1727135222,TRUE,0,0,0,FALSE,0.3,positive
1727448308,0,1,3136,3735,598,76561199710731250,0,TRUE,english,FALSE,FALSE,175633768,best game,TRUE,1727118018,1727118018,TRUE,0,0,0,FALSE,0.3,positive
